id,text,incident_types,type_labels,severity,severity_label
2281,please i am suffering give me a cahnce to save a life please call this number so i can be involved thak you four comprehension,"['emergency', 'aid_related', 'medical_help', 'medical_products', 'death']","[9, 1, 15, 16, 5]",Black,3
19075,urgent information about big winds which are blowing over haiti above all the coastal areas,"['emergency', 'weather_related', 'storm']","[9, 34, 30]",Red,2
11612,the affected five states produce 65 of rice in the country and have about 50 of all irrigated areas,"['emergency', 'aid_related', 'water', 'food']","[9, 1, 33, 12]",Yellow,1
8344,in sum the next malian government and the international community face a new opportunity to begin to seek the tangible not just verbal re unification of the fractured country to initiate a few visible development projects and to rebuild the malian armed forces,"['emergency', 'aid_related', 'military', 'other_aid', 'direct_report']","[9, 1, 17, 21, 6]",Yellow,1
2021,some say that the fish have been contaminated as they are feeding on dead bodies rendering them unsaleable,['emergency'],[9],Green,0
10092,we re a sandyaid sandyrelief donation site please let us know where it s most needed on longisland we ll try our best to get them there,"['emergency', 'request', 'aid_related', 'medical_products', 'money', 'missing_people', 'transport', 'weather_related', 'floods']","[9, 25, 1, 16, 19, 18, 32, 34, 11]",Red,2
17023,is it true that there will be a stronger earthquake,"['emergency', 'weather_related', 'earthquake']","[9, 34, 7]",Red,2
7363,the detritus will be carried away by trucks and used to fill some of the marshlands created by the tsunami,"['emergency', 'weather_related', 'floods']","[9, 34, 11]",Red,2
4393,please ask your company if it has such a matching gift program,['emergency'],[9],Green,0
15888,where i find that food we tell me to wash my hands after eating,['emergency'],[9],Green,0
19473,the situation is made worse by poor sanitation and lack of access to potable water supplies in rural wasu and by lack of safe water supplies crowding and insanitary conditions in the settlements around lae city,"['emergency', 'aid_related', 'water', 'shelter']","[9, 1, 33, 28]",Yellow,1
4745,team of doctors from government hospitals deployed right from first day alongwith medical equipments and supply,"['emergency', 'aid_related', 'medical_help', 'medical_products']","[9, 1, 15, 16]",Red,2
9887,we are starting a collection up here in the seacoast of nh i am willing to bring down items we are collecting non perishable food clothing blankets hygiene products and some home goods please let me know where this is needed we will be coming down in the next 2 weeks thank you,"['emergency', 'aid_related', 'medical_products', 'food', 'clothing', 'other_aid']","[9, 1, 16, 12, 3, 21]",Yellow,1
2002,the recurrent and prolonged drought experienced in east pokot district has continued to destroy pastoralist livelihoods through low productivity or death of animals,"['emergency', 'aid_related', 'food', 'weather_related', 'other_weather']","[9, 1, 12, 34, 23]",Yellow,1
18551,the effects of snow and low temperatures will be exacerbated by heavy winds and dust storms will occur more frequently yet no new grass will have grown by this time,"['emergency', 'weather_related', 'cold']","[9, 34, 4]",Yellow,1
2556,several days of violent rainstorms across central china have already caused severe flooding in anhui zhejiang and jiangxi provinces,"['emergency', 'weather_related', 'floods', 'storm']","[9, 34, 11, 30]",Red,2
3699,hello please return a card for me to help my family,"['emergency', 'request', 'aid_related', 'other_aid']","[9, 25, 1, 21]",Yellow,1
2305,but as fast as they can stack sandbags the water level keeps rising,"['emergency', 'aid_related', 'water', 'electricity', 'weather_related', 'floods', 'cold', 'direct_report']","[9, 1, 33, 8, 34, 11, 4, 6]",Red,2
4193,it is realy hard to find a solution to this problem that hits haiti and it will cost al lot to recover,['emergency'],[9],Green,0
9680,good morning what you said regarding the tsunami warning that was anonce,"['emergency', 'aid_related', 'other_aid', 'weather_related', 'floods', 'earthquake']","[9, 1, 21, 34, 11, 7]",Red,2
7571,we are asking all united states agents to send money to cap haitian too,"['emergency', 'request', 'aid_related', 'money']","[9, 25, 1, 19]",Yellow,1
902,the ministry of emergencies with the support of the un will distribute the winterised tents to the worst affected districts of kara suu kookat and alai in southern kyrgyzstan,"['emergency', 'aid_related', 'shelter', 'infrastructure_related', 'aid_centers', 'weather_related', 'other_weather']","[9, 1, 28, 14, 0, 34, 23]",Yellow,1
7321,at least 5 687 people were attacked with the disease since the tropical cyclonic storm lashed the coastal upazilas,"['emergency', 'aid_related', 'medical_help', 'search_and_rescue', 'transport', 'weather_related', 'storm']","[9, 1, 15, 26, 32, 34, 30]",Red,2
6946,in the past two years they have participated in construction of more than 600 major infrastructure projects relating to transportation hydropower communications and energy it says,['emergency'],[9],Green,0
181,most of the deaths have been caused by electrocution buildings collapsing and drowning,"['emergency', 'aid_related', 'death', 'buildings', 'electricity', 'weather_related', 'storm']","[9, 1, 5, 2, 8, 34, 30]",Black,3
1063,as per pakistan metrological department pmd flood forecast issued on 15th september although the danger of high flood at guddu and sukkur had subsided after dykes were breached between qadirabad and panjnad on river chenab but river indus at guddu and sukkur may attain medium to high flood discharge ranging between 400 000 cusecs to 500 000 cusecs,['emergency'],[9],Green,0
15174,rice will be purchased locally the plastic sheeting can be used to cover crops during the rainy season following reconstruction of homes the new houses will follow a standard design and will be built to withstand other earthquakes and will be built of brick and wood or a brick and cement framework each house will have a floor space of at least 60 square meters,"['emergency', 'weather_related', 'earthquake', 'direct_report']","[9, 34, 7, 6]",Red,2
18090,i need a tempo plastic cover please i m in signoa,"['emergency', 'request', 'aid_related', 'shelter', 'other_aid', 'direct_report']","[9, 25, 1, 28, 21, 6]",Yellow,1
4639,mr thhe responsables of the ong why do all camps find foods and then they have people in order center who are starving mainly for the center which is on aviation steet,['emergency'],[9],Green,0
1853,in march 2005 a powerful quake hit the second section near nias island causing more than 11 metre 33 feet deformations beneath the island,"['emergency', 'aid_related', 'medical_help', 'transport', 'weather_related', 'floods', 'earthquake']","[9, 1, 15, 32, 34, 11, 7]",Red,2
3571,the usually packed streets are almost empty as residents observe quarantine measures in a bid to halt a particularly severe outbreak of a virus which has killed 2 000 west africans half of them in liberia,"['emergency', 'aid_related', 'medical_help', 'medical_products', 'death', 'direct_report']","[9, 1, 15, 16, 5, 6]",Black,3
8885,peedfreaks at least i would have some fun listening to the program tonight here in santiago the electricity water and phone are back,['emergency'],[9],Green,0
3652,the cyclone packing winds of hurricane strength pulverized the swampy coastline early friday leaving tens of thousands homeless,"['emergency', 'request', 'aid_related', 'shelter', 'infrastructure_related', 'other_infrastructure', 'weather_related', 'storm']","[9, 25, 1, 28, 14, 22, 34, 30]",Red,2
9412,and french rescuers plucked one man from the rubble of his kathmandu hotel late tuesday after he was trapped under masonry for around 82 hours,"['emergency', 'aid_related', 'search_and_rescue', 'buildings', 'weather_related', 'earthquake']","[9, 1, 26, 2, 34, 7]",Red,2
14998,now almost a year later they still live in a shelter they built by cutting a breadfruit tree in their garden,['emergency'],[9],Green,0
4731,pakistani authorities have already evacuated 60 000 people from along the 1 000 kilometre coastline including 23 000 on outlying islands but thousands more are refusing to abandon their homes,"['emergency', 'aid_related', 'medical_help', 'refugees', 'transport', 'weather_related', 'floods', 'other_weather']","[9, 1, 15, 24, 32, 34, 11, 23]",Red,2
10957,we are hungry and cannot find food,"['emergency', 'request', 'aid_related', 'food', 'direct_report']","[9, 25, 1, 12, 6]",Yellow,1
8735,i don t understand what you are saying i am hungry in laplaine,"['emergency', 'request', 'aid_related', 'food', 'direct_report']","[9, 25, 1, 12, 6]",Yellow,1
18341,i need some informations on how the humanitary help will distribute,"['emergency', 'request', 'aid_related', 'other_aid']","[9, 25, 1, 21]",Yellow,1
19106,g reached his kids via phone today they re going to try to make it back to santiago tonight cross fingers,['emergency'],[9],Green,0
4941,i need some medical equipment and food in the area of fontamara 43 place,"['emergency', 'request', 'aid_related', 'medical_help', 'medical_products', 'food', 'direct_report']","[9, 25, 1, 15, 16, 12, 6]",Red,2
18068,help the earthquake victims in haiti http tinyurl com yk3bspe links to many resources where you can make donations broke donate time,"['emergency', 'aid_related', 'money', 'other_aid', 'weather_related', 'earthquake']","[9, 1, 19, 21, 34, 7]",Red,2
