id,text,incident_types,severity,type_labels,severity_label,lang
3620,"nawawalang alahas at bodega nasusunog nangyari, walang sugat. Padala agad.","['Other', 'Fire']",Green,"[5, 0]",0,fil
3621,may nag-aapoy na kotse sa highway. walang buhay.,['Fire'],Black,[0],3,fil
3622,Grabe kuryente sunog! patay na. Bilisan!,['Fire'],Black,[0],3,fil
3623,"Tulong! tumatakbo ang apoy, patay na.",['Fire'],Black,[0],3,fil
3624,"tulong! heart attack at may nagnakaw, walang sugat.","['Medical', 'Crime']",Green,"[3, 1]",0,fil
3625,"Biglaang may nag-aapoy na kotse, deceased!",['Fire'],Black,[0],3,fil
3626,"unusual noise, minor only.",['Other'],Green,[5],0,en
3627,"Tulong. nakawan sa bahay, safe naman.",['Crime'],Green,[1],0,fil
3628,"Emergency. hit and run, walang sugat.",['Accident'],Green,[2],0,fil
3629,bodega nasusunog at may taong inuuusapan nang walang tigil sa Bagong Silang. kailangan tignan.,"['Fire', 'Other']",Yellow,"[0, 5]",1,fil
3630,"kitchen smoke and hostage, minor only.","['Fire', 'Crime']",Green,"[0, 1]",0,en
3631,"Tulong! may nag-aapoy na kotse, medyo masakit.",['Fire'],Yellow,[0],1,fil
3632,"Urgent - shooting incident and trapped animal, safe to wait!","['Crime', 'Other']",Green,"[1, 5]",0,en
3633,"tulong! storm surge, posibleng bali.",['Natural Disaster'],Yellow,[4],1,fil
3634,"Emergency! nadulas, posibleng bali.",['Accident'],Yellow,[2],1,fil
3635,"Biglaang allergic reaction, walang sugat!",['Medical'],Green,[3],0,fil
3636,"Biglaang basag na baso, buhay ang nakataya!",['Other'],Red,[5],2,fil
3637,"Biglaang ulan di tumitigil at nasusunog yung store, safe naman! po","['Natural Disaster', 'Fire']",Green,"[4, 0]",0,fil
3638,"May truck nasagasaan ang tao, kailangan tignan.",['Accident'],Yellow,[2],1,fil
3639,"Emergency! rollover, malakas na dugo.",['Accident'],Red,[2],2,fil
3640,"truck nasagasaan ang tao at baha sa kalsada nangyari, malakas na dugo. Padala agad.","['Accident', 'Natural Disaster']",Red,"[2, 4]",2,fil
3641,"Boss may chemical fire, konting galos lang.",['Fire'],Green,[0],0,fil
3642,"May nagliliyab na bahay at hit and run, kailangan ng tulong pero stable.","['Fire', 'Accident']",Yellow,"[0, 2]",1,fil
3643,Grabe may usok sa kusina! medyo masakit. Bilisan!,['Fire'],Yellow,[0],1,fil
3644,"Boss may suspek na pakete, kailangan agad.",['Other'],Red,[5],2,fil
3645,"nagsumiklab ang gulo at duguan nangyari, kailangan agad. Padala agad.","['Other', 'Medical']",Red,"[5, 3]",2,fil
3646,"nadulas at pananakit sa kalsada nangyari, walang sugat. Padala agad.","['Accident', 'Crime']",Green,"[2, 1]",0,fil
3647,"Boss may suspek na pakete, medyo masakit.",['Other'],Yellow,[5],1,fil
3648,"boss may kidnapping, patay na.",['Crime'],Black,[1],3,fil
3649,"Urgent - shooting incident and stroke, can wait!","['Crime', 'Medical']",Yellow,"[1, 3]",1,en
3650,"Emergency: electrical fire and collapsed person, no pulse.","['Fire', 'Medical']",Black,"[0, 3]",3,en
3651,bata nawawala sa San Jose. wala nang pulso.,['Other'],Black,[5],3,fil
3652,"May bangga ng kotse, critical na.",['Accident'],Red,[2],2,fil
3653,"Tulong! kuryente sunog, puwedeng delayed.",['Fire'],Yellow,[0],1,fil
3654,"Urgent - general alarm, minor only!",['Other'],Green,[5],0,en
3655,"walang kuryente dito sa kanto, kailangan agad!",['Other'],Red,[5],2,fil
3656,"not breathing and landslide at Bagong Silang, no pulse.","['Medical', 'Natural Disaster']",Black,"[3, 4]",3,en
3657,"jeep tumama sa poste dito sa tabi ng simbahan, walang sugat!",['Accident'],Green,[2],0,fil
3658,"Biglaang aso na-trap, kailangan ng tulong pero stable!",['Other'],Yellow,[5],1,fil
3659,"may nagnakaw at heart attack nangyari, agarang emergency. Padala agad.","['Crime', 'Medical']",Red,"[1, 3]",2,fil
3660,"Boss may puno tumama sa bahay, minor lang.",['Natural Disaster'],Green,[4],0,fil
3661,"nagwawala ang tao dito sa elementary school, kailangan tignan!",['Other'],Yellow,[5],1,fil
3662,"Tulong! baha sa kalsada, walang buhay.",['Natural Disaster'],Black,[4],3,fil
3663,"truck nasagasaan ang tao dito sa Poblacion, kailangan ng tulong pero stable!",['Accident'],Yellow,[2],1,fil
3664,"Biglaang lupa gumuho, medyo masakit!",['Natural Disaster'],Yellow,[4],1,fil
3665,"Emergency: car fire, urgent.",['Fire'],Red,[0],2,en
3666,"Boss may sira ang tulay at kuryente sunog, malakas na dugo.","['Other', 'Fire']",Red,"[5, 0]",2,fil
3667,nag-aaksidente ang pulis sa Barangay Centro. agarang emergency.,['Other'],Red,[5],2,fil
3668,"baha sa kalsada nangyari, wala nang pulso. Padala agad.",['Natural Disaster'],Black,[4],3,fil
3669,"Nag-report ng landslide sa bundok, walang buhay. pls",['Natural Disaster'],Black,[4],3,fil
3670,"Biglaang may nagnakaw, patay na!",['Crime'],Black,[1],3,fil
3671,"Urgent - water main break, no injuries!",['Other'],Green,[5],0,en
3672,"PUNO TUMAMA SA BAHAY AT KOMBULSYON DITO SA PALENGKE, HINDI NA UMAANDAR!","['Natural Disaster', 'Medical']",Black,"[4, 3]",3,fil
3673,Grabe nahulog na phone! agarang emergency. Bilisan!,['Other'],Red,[5],2,fil
3674,"Nag-report ng landslide sa bundok, hindi na umaandar.",['Natural Disaster'],Black,[4],3,fil
3675,"Boss may may nag-aapoy na kotse, kailangan ng tulong pero stable.",['Fire'],Yellow,[0],1,fil
3676,"Emergency! puno tumama sa bahay, minor lang.",['Natural Disaster'],Green,[4],0,fil
3677,"bugbugan nangyari, hindi na umaandar. Padala agad.",['Crime'],Black,[1],3,fil
3678,"collapsed person, severe bleeding. po",['Medical'],Red,[3],2,en
3679,"Nag-report ng motor crash at stroke, safe naman.","['Accident', 'Medical']",Green,"[2, 3]",0,fil
3680,"NAG-REPORT NG ALLERGIC REACTION, WALA NANG PULSO.",['Medical'],Black,[3],3,fil
3681,"emergency! tumatakbo ang apoy at nakita ang pera sa daan, patay na.","['Fire', 'Other']",Black,"[0, 5]",3,fil
3682,"heart attack dito sa plaza, walang sugat!",['Medical'],Green,[3],0,fil
3683,"Nag-report ng holdap sa tindahan, deceased.",['Crime'],Black,[1],3,fil
3684,"PAGPATAY NANGYARI, WALANG BUHAY. PADALA AGAD.",['Crime'],Black,[1],3,fil
3685,"shooting incident, can wait.",['Crime'],Yellow,[1],1,en
3686,"nag-report ng overdose, minor lang.",['Medical'],Green,[3],0,fil
3687,"Emergency! sugatan, ok lang.",['Medical'],Green,[3],0,fil
3688,"Urgent - stroke, severe bleeding!",['Medical'],Red,[3],2,en
3689,"buntis manganak dito sa market, deceased!",['Medical'],Black,[3],3,fil
3690,"nahihirapang huminga at nasagasaan nangyari, konting galos lang. Padala agad.","['Medical', 'Accident']",Green,"[3, 2]",0,fil
3691,Grabe sugatan! buhay ang nakataya. Bilisan!,['Medical'],Red,[3],2,fil
3692,"shooting incident, severe bleeding.",['Crime'],Red,[1],2,en
3693,"Boss may overdose, patay na.",['Medical'],Black,[3],3,fil
3694,Grabe lupa gumuho! walang sugat. Bilisan!,['Natural Disaster'],Green,[4],0,fil
3695,"kidnapping nangyari, puwedeng delayed. Padala agad.",['Crime'],Yellow,[1],1,fil
3696,"Emergency! diabetic emergency, minor lang.",['Medical'],Green,[3],0,fil
3697,"Boss may holdap sa tindahan, walang sugat.",['Crime'],Green,[1],0,fil
3698,"Nag-report ng nasusunog na building, posibleng bali.",['Fire'],Yellow,[0],1,fil
3699,Grabe nasusunog na building! hindi na umaandar. Bilisan!,['Fire'],Black,[0],3,fil
3700,"bagyo wasak ang bubong nangyari, medyo masakit. Padala agad.",['Natural Disaster'],Yellow,[4],1,fil
3701,"storm surge at heart attack dito sa Bagong Silang, critical na.","['Natural Disaster', 'Medical']",Red,"[4, 3]",2,fil
3702,"Emergency: kitchen smoke, no signs of life.",['Fire'],Black,[0],3,en
3703,"Emergency! truck nasagasaan ang tao, kailangan agad.",['Accident'],Red,[2],2,fil
3704,banggaan sa highway sa kanto. critical na.,['Accident'],Red,[2],2,fil
3705,"Biglaang duguan, kailangan tignan.",['Medical'],Yellow,[3],1,fil
3706,"Emergency! may kutsilyo at may usok sa kusina, kailangan agad.","['Crime', 'Fire']",Red,"[1, 0]",2,fil
3707,"Emergency! hit and run, buhay ang nakataya.",['Accident'],Red,[2],2,fil
3708,heart attack sa highway. hindi na umaandar.,['Medical'],Black,[3],3,fil
3709,"Boss may diabetic emergency, walang buhay. pls",['Medical'],Black,[3],3,fil
3710,nasagasaan sa San Jose. buhay ang nakataya.,['Accident'],Red,[2],2,fil
3711,"Biglaang sunog sa bahay, critical na!",['Fire'],Red,[0],2,fil
3712,"Urgent - road collision and not breathing, no pulse!","['Accident', 'Medical']",Black,"[2, 3]",3,en
3713,Grabe sunog sa bahay! kailangan tignan. Bilisan!,['Fire'],Yellow,[0],1,fil
3714,GRABE STORM SURGE! HINDI NA UMAANDAR. BILISAN!,['Natural Disaster'],Black,[4],3,fil
3715,"may nagnakaw dito sa sakayan, critical na! po",['Crime'],Red,[1],2,fil
3716,"gasoline sunog nangyari, malakas na dugo. Padala agad.",['Fire'],Red,[0],2,fil
3717,"Tulong! chemical fire at diabetic emergency, wala nang pulso.","['Fire', 'Medical']",Black,"[0, 3]",3,fil
3718,"Tulong! bagyo wasak ang bubong, medyo masakit.",['Natural Disaster'],Yellow,[4],1,fil
3719,"typhoon damage at kanto, deceased.",['Natural Disaster'],Black,[4],3,en
3720,"malakas na ulan nangyari, minor lang. Padala agad.",['Natural Disaster'],Green,[4],0,fil
3721,"TRAPPED ANIMAL, NO SIGNS OF LIFE.",['Other'],Black,[5],3,en
3722,"Urgent - chest pain, deceased!",['Medical'],Black,[3],3,en
3723,"tulong! hangin nilipat ang yero, kaya pang maghintay.",['Natural Disaster'],Green,[4],0,fil
3724,"Nag-report ng nag-aaway ng malakas, patay na.",['Crime'],Black,[1],3,fil
3725,"Tulong! stroke at maling ulam, kailangan ng tulong pero stable.","['Medical', 'Other']",Yellow,"[3, 5]",1,fil
3726,"pananakit sa kalsada at naaksidente sa construction dito sa tabi ng simbahan, ok lang!","['Crime', 'Accident']",Green,"[1, 2]",0,fil
3727,"Boss may nagliliyab na bahay, hindi makahinga.",['Fire'],Red,[0],2,fil
3728,"Urgent - building burning, severe bleeding!",['Fire'],Red,[0],2,en
3729,"Tulong! sira ang tubig, medyo masakit.",['Other'],Yellow,[5],1,fil
3730,"Boss may nakita ang bangkay, kailangan agad.",['Other'],Red,[5],2,fil
3731,"Biglaang flash flood at nakawan sa bahay, deceased!","['Natural Disaster', 'Crime']",Black,"[4, 1]",3,fil
3732,"Urgent - stroke, can wait!",['Medical'],Yellow,[3],1,en
3733,buntis manganak sa sakayan. medyo masakit.,['Medical'],Yellow,[3],1,fil
3734,"storm, safe to wait.",['Natural Disaster'],Green,[4],0,en
3735,"May bagyo wasak ang bubong, walang sugat.",['Natural Disaster'],Green,[4],0,fil
3736,"Biglaang heart attack, safe naman!",['Medical'],Green,[3],0,fil
3737,"Biglaang nasagasaan, walang buhay!",['Accident'],Black,[2],3,fil
3738,"NAG-REPORT NG BUNTIS MANGANAK, KAYA PANG MAGHINTAY.",['Medical'],Green,[3],0,fil
3739,Grabe sunog sa factory! deceased. Bilisan!,['Fire'],Black,[0],3,fil
3740,"EMERGENCY: EARTHQUAKE, MINOR ONLY.",['Natural Disaster'],Green,[4],0,en
3741,"Urgent - found belongings, life-threatening!",['Other'],Red,[5],2,en
3742,"Nag-report ng tubig baha sa loob, wala nang pulso.",['Natural Disaster'],Black,[4],3,fil
3743,"Nag-report ng baha sa kalsada at diabetic emergency, kailangan ng tulong pero stable.","['Natural Disaster', 'Medical']",Yellow,"[4, 3]",1,fil
3744,"not breathing and car fire, no signs of life.","['Medical', 'Fire']",Black,"[3, 0]",3,en
3745,"stabbing at plaza, no pulse.",['Crime'],Black,[1],3,en
3746,"gulo sa bar nangyari, safe naman. Padala agad.",['Crime'],Green,[1],0,fil
3747,"TULONG! NADAGANAN NG GAMIT AT SUNOG SA BAHAY, DECEASED.","['Accident', 'Fire']",Black,"[2, 0]",3,fil
3748,"car crash and hostage, needs treatment soon.","['Accident', 'Crime']",Yellow,"[2, 1]",1,en
3749,"hit and run at hangin nilipat ang yero dito sa kanto, kailangan agad!","['Accident', 'Natural Disaster']",Red,"[2, 4]",2,fil
3750,"nasagasaan at sugatan dito sa kanto, kailangan ng tulong pero stable!","['Accident', 'Medical']",Yellow,"[2, 3]",1,fil
3751,"May naaksidente sa construction, safe naman.",['Accident'],Green,[2],0,fil
3752,"Nag-report ng hindi humihinga, puwedeng delayed.",['Medical'],Yellow,[3],1,fil
3753,"Boss may malakas na ulan, buhay ang nakataya.",['Natural Disaster'],Red,[4],2,fil
3754,heart attack sa Barangay Centro. konting galos lang.,['Medical'],Green,[3],0,fil
3755,"collapsed person, no pulse.",['Medical'],Black,[3],3,en
3756,"Emergency: seizure, possible fracture.",['Medical'],Yellow,[3],1,en
3757,"nadulas at may kutsilyo nangyari, hindi makahinga. Padala agad.","['Accident', 'Crime']",Red,"[2, 1]",2,fil
3758,"Emergency: robbery, life-threatening.",['Crime'],Red,[1],2,en
3759,"rollover dito sa palengke, walang sugat!",['Accident'],Green,[2],0,fil
3760,hindi humihinga at tubig baha sa loob sa palengke. hindi na umaandar.,"['Medical', 'Natural Disaster']",Black,"[3, 4]",3,fil
3761,"Tulong! nagliliyab na bahay, buhay ang nakataya.",['Fire'],Red,[0],2,fil
3762,"Nag-report ng sunog sa bahay, minor lang.",['Fire'],Green,[0],0,fil
3763,"nawawalang alahas at bodega nasusunog dito sa tabi ng simbahan, puwedeng delayed!","['Other', 'Fire']",Yellow,"[5, 0]",1,fil
3764,"Tulong! may batang umiiyak, kailangan agad.",['Other'],Red,[5],2,fil
3765,"tulong! hindi humihinga at motor crash, agarang emergency.","['Medical', 'Accident']",Red,"[3, 2]",2,fil
3766,"public disturbance and motorcycle collision at market, life-threatening.","['Other', 'Accident']",Red,"[5, 2]",2,en
3767,"nasusunog na building nangyari, wala nang pulso. Padala agad.",['Fire'],Black,[0],3,fil
3768,"Biglaang nag-aaway ng malakas, malakas na dugo!",['Crime'],Red,[1],2,fil
3769,"Boss may may nag-aapoy na kotse, posibleng bali.",['Fire'],Yellow,[0],1,fil
3770,"May bugbugan, kailangan agad.",['Crime'],Red,[1],2,fil
3771,"jeep tumama sa poste at hindi alam kung saan nangyari, patay na. Padala agad.","['Accident', 'Other']",Black,"[2, 5]",3,fil
3772,"Boss may tubig baha sa loob at nahimatay, konting galos lang.","['Natural Disaster', 'Medical']",Green,"[4, 3]",0,fil
3773,"truck nasagasaan ang tao nangyari, buhay ang nakataya. Padala agad.",['Accident'],Red,[2],2,fil
3774,"Boss may sira ang tubig, walang buhay.",['Other'],Black,[5],3,fil
3775,"may bagyo wasak ang bubong, walang buhay.",['Natural Disaster'],Black,[4],3,fil
3776,baha sa kalsada sa Poblacion. konting galos lang.,['Natural Disaster'],Green,[4],0,fil
3777,"May gulo sa bar, hindi makahinga.",['Crime'],Red,[1],2,fil
3778,"Emergency! nasusunog na building at nag-aaway ng malakas, medyo masakit.","['Fire', 'Crime']",Yellow,"[0, 1]",1,fil
3779,"Boss may riot at sunog sa bahay, konting galos lang.","['Other', 'Fire']",Green,"[5, 0]",0,fil
3780,"Tulong! gulo sa bar, wala nang pulso.",['Crime'],Black,[1],3,fil
3781,"chest pain, no pulse.",['Medical'],Black,[3],3,en
3782,"May holdap sa tindahan at truck nasagasaan ang tao, hindi na umaandar.","['Crime', 'Accident']",Black,"[1, 2]",3,fil
3783,"mayroon na bukas na iwanan dito sa sakayan, walang sugat!",['Other'],Green,[5],0,fil
3784,"nagwawala ang tao nangyari, malakas na dugo. Padala agad.",['Other'],Red,[5],2,fil
3785,"heavy rain, can wait.",['Natural Disaster'],Yellow,[4],1,en
3786,"Emergency! riot at nasusunog na building, malakas na dugo.","['Other', 'Fire']",Red,"[5, 0]",2,fil
3787,"Boss may may bayong anghang at kuryente sunog, agarang emergency.","['Other', 'Fire']",Red,"[5, 0]",2,fil
3788,Grabe gulo sa bar! critical na. Bilisan! po,['Crime'],Red,[1],2,fil
3789,"hit and run at tabi ng simbahan, safe to wait.",['Accident'],Green,[2],0,en
3790,"Emergency: not breathing, safe to wait. pls",['Medical'],Green,[3],0,en
3791,"Nag-report ng landslide sa bundok at nahimatay, malakas na dugo.","['Natural Disaster', 'Medical']",Red,"[4, 3]",2,fil
3792,"May may isda sa ilog at lupa gumuho, deceased.","['Other', 'Natural Disaster']",Black,"[5, 4]",3,fil
3793,"Tulong! overdose, walang sugat.",['Medical'],Green,[3],0,fil
3794,"Emergency: strange object, not breathing.",['Other'],Red,[5],2,en
3795,"Nag-report ng duguan, walang sugat.",['Medical'],Green,[3],0,fil
3796,"Tulong! binaril ang tao, kailangan ng tulong pero stable.",['Crime'],Yellow,[1],1,fil
3797,"bodega nasusunog nangyari, patay na. Padala agad.",['Fire'],Black,[0],3,fil
3798,"electrical fire, life-threatening.",['Fire'],Red,[0],2,en
3799,"may nag-aapoy na kotse dito sa highway, agarang emergency!",['Fire'],Red,[0],2,fil
3800,"Urgent - heavy rain and stroke, no signs of life!","['Natural Disaster', 'Medical']",Black,"[4, 3]",3,en
3801,"Boss may hangin nilipat ang yero at kuryente sunog, malakas na dugo. pls","['Natural Disaster', 'Fire']",Red,"[4, 0]",2,fil
3802,"Tulong! malakas na ulan, hindi na umaandar.",['Natural Disaster'],Black,[4],3,fil
3803,"Biglaang baha sa kalsada, minor lang!",['Natural Disaster'],Green,[4],0,fil
3804,"motorcycle collision at elementary school, minor only.",['Accident'],Green,[2],0,en
3805,"May baha sa kalsada, agarang emergency.",['Natural Disaster'],Red,[4],2,fil
3806,"car fire, safe to wait.",['Fire'],Green,[0],0,en
3807,"KOMBULSYON DITO SA POBLACION, WALANG BUHAY!",['Medical'],Black,[3],3,fil
3808,"Tulong! kuryente sunog, deceased. po",['Fire'],Black,[0],3,fil
3809,Grabe lupa gumuho! ok lang. Bilisan!,['Natural Disaster'],Green,[4],0,fil
3810,"seizure at tabi ng simbahan, safe to wait.",['Medical'],Green,[3],0,en
3811,"Boss may nasusunog na building at hindi humihinga, deceased.","['Fire', 'Medical']",Black,"[0, 3]",3,fil
3812,"Tulong! kuryente sunog, agarang emergency.",['Fire'],Red,[0],2,fil
3813,"Emergency: car fire and collapsed person, no injuries.","['Fire', 'Medical']",Green,"[0, 3]",0,en
3814,Grabe kombulsyon at rollover! deceased. Bilisan!,"['Medical', 'Accident']",Black,"[3, 2]",3,fil
3815,"Urgent - vehicle accident and broken fence, no pulse!","['Accident', 'Other']",Black,"[2, 5]",3,en
3816,"motorcycle collision, deceased.",['Accident'],Black,[2],3,en
3817,"found belongings at palengke, possible fracture.",['Other'],Yellow,[5],1,en
3818,"Emergency: collapsed infrastructure and bleeding, no signs of life.","['Other', 'Medical']",Black,"[5, 3]",3,en
3819,"NAG-REPORT NG HIT AND RUN, KAYA PANG MAGHINTAY.",['Accident'],Green,[2],0,fil
3820,"hit and run nangyari, walang sugat. Padala agad.",['Accident'],Green,[2],0,fil
3821,"nagliliyab na bahay dito sa plaza, kailangan tignan!",['Fire'],Yellow,[0],1,fil
3822,"Urgent - road collision, deceased.",['Accident'],Black,[2],3,en
3823,"Tulong! ulan di tumitigil at may batang umiiyak, deceased.","['Natural Disaster', 'Other']",Black,"[4, 5]",3,fil
3824,"Nag-report ng nawawalang alahas at baha sa kalsada, ok lang.","['Other', 'Natural Disaster']",Green,"[5, 4]",0,fil
3825,"Boss may truck nasagasaan ang tao at sugatan, ok lang.","['Accident', 'Medical']",Green,"[2, 3]",0,fil
3826,"Biglaang ulan di tumitigil, posibleng bali!",['Natural Disaster'],Yellow,[4],1,fil
3827,"Nag-report ng hit and run, posibleng bali.",['Accident'],Yellow,[2],1,fil
3828,"Tulong! kombulsyon, hindi makahinga. po",['Medical'],Red,[3],2,fil
3829,"Nag-report ng nakawan sa bahay, puwedeng delayed.",['Crime'],Yellow,[1],1,fil
3830,"Nag-report ng buntis manganak, kailangan agad.",['Medical'],Red,[3],2,fil
3831,"May may gutom na tao at overdose, safe naman.","['Other', 'Medical']",Green,"[5, 3]",0,fil
3832,"sunog sa bahay at may sekswal na guro nangyari, deceased. Padala agad.","['Fire', 'Other']",Black,"[0, 5]",3,fil
3833,"walang kuryente dito sa kanto, walang buhay!",['Other'],Black,[5],3,fil
3834,bagyo wasak ang bubong sa Barangay Centro. posibleng bali.,['Natural Disaster'],Yellow,[4],1,fil
3835,"May kemikal natapon at gasoline sunog, puwedeng delayed.","['Other', 'Fire']",Yellow,"[5, 0]",1,fil
3836,"Boss may baha sa kalsada at kidnapping, medyo masakit.","['Natural Disaster', 'Crime']",Yellow,"[4, 1]",1,fil
