id,text,incident_types,severity,type_labels,severity_label
3854,"Urgent situation: car accident and epekto ng bagyo, needs treatment soon. pls help","['Accident', 'Natural Disaster']",Yellow,"[0, 4]",1
5304,"Urgent situation: epekto ng bagyo and banta ng baril, wala nang buhay.","['Natural Disaster', 'Crime']",Black,"[1, 4]",3
4034,"Parang may karahasan sa bahay and earthquake damage na, needs treatment soon.","['Crime', 'Natural Disaster']",Yellow,"[1, 4]",1
6614,we need food we are dying of hunger,['Other'],Yellow,[5],1
2493,"Agarang sitwasyon: nahihirapang huminga, hindi na humihinga.",['Medical'],Black,[3],3
5527,"Kritikal na alerto: sunog sa bahay and vehicle collision, konti lang sugat.","['Fire', 'Accident']",Green,"[0, 2]",0
5325,"Kritikl n lerto: difficulty brething nd domestic violence, kilngn ng grng tugon.","['Medical', 'Crime']",Red,"[1, 3]",2
4023,"Parang may banta ng baril, wala nang buhay.",['Crime'],Black,[1],3
6468,mumbai july 31 afp torrential rain lashed mumbai again sunday disrupting flights hampering rescue efforts and bringing more misery as the death toll from the heaviest downpours in the indian city s history neared 1 000,"['Accident', 'Crime', 'Natural Disaster', 'Other']",Black,"[0, 1, 4, 5]",3
3603,"Responders needed for gumuhong tulay and pananakit ng dibdib, kailangan ng tulong pero stable.","['Other', 'Medical']",Yellow,"[3, 5]",1
10025,the production of potatoes decreased in the last season because of the scarcity of rains in june and july they purchase potato seeds from sepo violet and white flowers average production is 6 7 small potatoes per plant they try to improve seeds quality by selection but without any certification process,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
10581,on sunday 26 december 2004 the asia pacific undersea tectonic plates were jostled around creating the worst tsunamis that mankind had experienced in documented history,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
4922,"Kritikal na alerto: vehicle collision and may kakaibang amoy, hindi na humihinga.","['Accident', 'Other']",Black,"[0, 5]",3
9200,the government of sierra leone is making real strides in tackling transmission by speeding up access to treatment and safe and dignified burial agi chief executive nick thompson said,"['Medical', 'Other']",Red,"[3, 5]",2
8530,he informed that there were no metalled roads and transmission line and the area was extremely backward,['Other'],Green,[5],0
6553,similarly a shortage of vehicles and functioning communications systems has also been problematic,['Other'],Green,[5],0
6809,britain s foreign office citing information given to its ambassador in pyongyang said several hundred people were killed and thousands injured in a massive explosion at the ryongchon train station on thursday,"['Accident', 'Crime', 'Other']",Black,"[0, 1, 5]",3
3318,"Urgent sitution: srdo ng klsd, decesed.",['Other'],Black,[5],3
7629,a double jeopardy of last year s vegetation devouring locusts and devastating drought has virtually destroyed food production across much of this agricultural country,"['Accident', 'Natural Disaster', 'Other']",Yellow,"[0, 4, 5]",1
759,"Kritikal na alerto: vehicle collision and sunog sa kusina, wala nang buhay.","['Accident', 'Fire']",Black,"[0, 2]",3
3050,"Incident reported: loud explosion sound, no signs of life. pls help",['Other'],Black,[5],3
4947,"May naiulat na nahihirapang huminga, no injuries reported. uhm",['Medical'],Green,[3],0
6667,water to drink please tell us how to pray because we nearly lose belief our pray is never arrive to lord in the sky answer for me please,['Other'],Yellow,[5],1
6366,the refugees had sought shelter in cameroon from boko haram but were rounded up and sent home as yaounde stepped up security measures to prevent boko haram suicide attacks,"['Crime', 'Other']",Yellow,"[1, 5]",1
1586,"may Emergency na kinasasangkutan ng pinsala mula sa lindol, walang agarang panganib.",['Natural Disaster'],Green,[4],0
9213,according to him some anonymous donors gave fcfa 35 million us 70 000 30 tons of rice and 1 000 mosquito nets,['Other'],Yellow,[5],1
10235,shelter and food are very important how about some one who hasn t a recipient,['Other'],Yellow,[5],1
8249,the category 1 cyclone with wind gusts of 85 90km per hour over the next 24 36 hours is expected to hit just north of chittagong near the border with myanmar according to an update issued on 15 may http reliefweb int report myanmar un ocha flash update 5 cyclone mahasen bangladesh and myanmar by the un office for the coordination of humanitarian affairs ocha,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
7406,since then we have cycled tens of thousands of troops through that country spent billions of dollars and sacrificed precious lives to eliminate the threat and to liberate the brutally repressed people of afghanistan,"['Crime', 'Other']",Black,"[1, 5]",3
3303,"Urgent situation: gulo sa publiko and may holdap, walking wounded.","['Other', 'Crime']",Green,"[1, 5]",0
2721,"Inalerto ang mga awtoridad: karahasan sa bahay and tao bumagsak, not breathing.","['Crime', 'Medical']",Red,"[1, 3]",2
9990,before the food crisis hit his region he was known as a benefactor because he used to distribute one part of his crops to the poorest families that were greater in need in his village,['Other'],Yellow,[5],1
9897,i m all alone i need a job as long as you earn money while i i did the electricity and plumbing do not damn the other but rather think other you know my number call me and give me a job,['Other'],Green,[5],0
3066,"May naiulat na power outage, safe to wait.",['Other'],Green,[5],0
10211,everyone do not forget the people of merger we don t have any water we are hungry if it rains we will all die,"['Accident', 'Crime', 'Natural Disaster', 'Other']",Black,"[0, 1, 4, 5]",3
351,"There is a motorcycle crash reported, kailangan ng agarang tugon.",['Accident'],Red,[0],2
6241,repair of agricultural infrastructure to address the effects of a three year consecutive drought on a largely agrarian population 25 water structures have been repaired in 15 villages to benefit over 5 900 households,"['Natural Disaster', 'Other']",Yellow,"[4, 5]",1
2223,"Urgent situation: sapilitang pasok, hindi na humihinga.",['Crime'],Black,[1],3
6017,while assuring all possible assistance to the state the prime minister said a central team would be deputed after municipal elections in andhra pradesh to assess the damage,['Other'],Yellow,[5],1
691,"Responders needed for may break-in sa bahay, no signs of life. pls help",['Crime'],Black,[1],3
3146,"Emergency na kinasasangkutan ng difficulty breathing, walking wounded.",['Medical'],Green,[3],0
4585,"Kailangan ng responders para sa malakas na ulan and truck bangga, posibleng may sugatan.","['Natural Disaster', 'Accident']",Yellow,"[0, 4]",1
9524,where can people go to get the pam card the people in my neighborhood are getting sick from sleeping outside some have a cold and fever,"['Medical', 'Other']",Red,"[3, 5]",2
7807,a freak storm rain and cold temperatures of january 9 11 last year killed nearly 120 000 cattle sheep and goats rotted already dry pasturelands and destroyed about a quarter of all harvested crops causing human fatalities and property losses,"['Crime', 'Natural Disaster', 'Other']",Black,"[1, 4, 5]",3
7086,in taliban areas numerous oppressive laws have been imposed including some of the most repressive measures on the rights of women in the world,['Other'],Green,[5],0
7995,so battery park is flooded but there s no rain on the ues this does n t make sense sandy http t co ssad9tbi,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
6227,when gujarat was rocked not by an earthquake but by communal riots in 2002 amin had personal experience of the unique position of the red cross during the relief operation in ahmedabad,"['Crime', 'Other']",Red,"[1, 5]",2
7946,hearing tons of sirens close ish to us in west newyork nj anyone know what s going on sandy westnewyork wny nj,['Other'],Green,[5],0
6160,2 1 due to sporadic skirmishes in eastern d r congo and the bombing of goma and uvira in june congolese refugees continue to arrive in kigoma district,['Other'],Yellow,[5],1
1185,"Thereisaradiationalertreported,nosignsoflife.",['Other'],Black,[5],3
2780,"Kailanganngrespondersparasamayfiresabahay,deceased.",['Fire'],Black,[2],3
4165,"Kailangan ng responders para sa may accident sa road, wala nang buhay. uhm",['Accident'],Black,[0],3
1593,"Insidente: aksidente sa trak, no signs of life.",['Accident'],Black,[0],3
6189,highly toxic metals such as mercury and cadmium would sink to the bottom making them into a real threat to the fish and their reproduction,['Other'],Green,[5],0
3677,"Emergency reported involving banta ng baril and nahihirapan huminga, walking wounded.","['Crime', 'Medical']",Green,"[1, 3]",0
9256,still no power its about 35 40f in my house running low on batteries hurricanesandy,"['Accident', 'Other']",Yellow,"[0, 5]",1
3831,"Parang may kitchen fire and earthquake damage, possible fracture.","['Fire', 'Natural Disaster']",Yellow,"[2, 4]",1
5681,"Critical alert: radiation alert, deceased.",['Other'],Black,[5],3
1336,"may Parang may armed robbery and missing person, possible fracture.","['Crime', 'Other']",Yellow,"[1, 5]",1
10278,http www cnn com specials 2007 impact please look in to it and find it in your hearts to help the earthquake victims i did,"['Natural Disaster', 'Other']",Red,"[4, 5]",2
1771,"Insidente: may break-in sa bahay and kombulsyon, safe to wait.","['Crime', 'Medical']",Green,"[1, 3]",0
8325,they need baby food milk food and drinking water,['Other'],Yellow,[5],1
3853,"uhm Kailangan ng responders para sa stranded passengers and karahasan sa bahay, walking wounded.","['Other', 'Crime']",Green,"[1, 5]",0
4674,"Incident reported: may seizure yung pasyente, expectant category. uhm",['Medical'],Black,[3],3
2040,"Kailangan ng responders para sa animal trapped and may flood, no injuries reported.","['Other', 'Natural Disaster']",Green,"[4, 5]",0
462,"Emergency reported involving maraming tao nagkakagulo, walang agarang panganib.",['Other'],Green,[5],0
2151,"Thereisaaksidentesatrakreported,expectantcategory.",['Accident'],Black,[0],3
3555,"May naiulat na hindi humihinga and malakas na ulan, walang agarang panganib.","['Medical', 'Natural Disaster']",Green,"[3, 4]",0
4389,"Emergency reported involving pananakit, no injuries reported.",['Crime'],Green,[1],0
3340,"Criticalalert:gunthreat,needstreatmentsoon.",['Crime'],Yellow,[1],1
6233,while most residents displaced by conflict last year have returned to their homes in the bacongo and makelekele areas of southern brazzaville since mid may about 100 000 internally displaced persons idps remain unaccounted for the international federation of red cross and red crescent societies said in a regional situation report,"['Crime', 'Other']",Yellow,"[1, 5]",1
9596,unicef provides support unicef s programme on water sanitation and hygiene has provided chlorine soap and bio sand filters to affected villages and households to ensure children have access to improved water,"['Medical', 'Other']",Yellow,"[3, 5]",1
4914,"Parang may unconscious patient and electrical fire, safe to wait.","['Medical', 'Fire']",Green,"[2, 3]",0
818,"Narinig ko ang salpukan ng sasakyan and smoke coming out, walking wounded. pls help","['Accident', 'Fire']",Green,"[0, 2]",0
9377,putih river and pabelan river severe overflow carrying mud and volcanic material that could endanger the residents he said firemen had put out 32 fires in the past 24 hours but 20 new fires had broken out in the same period the nyiragongo volcano is still very active all informants pointed out that for more than 30 months neither the main gu rainy season in april mai june nor the small deyr rainy season october december have yielded any sizeable amount of water the continuous downpour led to a rise in water,"['Accident', 'Crime', 'Fire', 'Natural Disaster', 'Other']",Black,"[0, 1, 2, 4, 5]",3
2787,"Authorities alerted: vehicle collision and tao bumagsak, no injuries reported.","['Accident', 'Medical']",Green,"[0, 3]",0
